index,text,cleaned_text,sentiment
10463,"@awyattman88 Hilary however can &amp; will win. It's why, at #GOPDebate she was the most talked about person.  They know they can't beat her!","@ awyattman88 hilary however & amp ; win . 's , # gopdebate talked person . know ca n't beat !",positive
10464,"RT @landley: So @berniesanders is watching #gopdebates on television, and his staff is livetweeting what he yells at the TV: https://t.co/Y…","rt @ landley : @ berniesanders watching # gopdebates television , staff livetweeting yell tv : http : //t.co/y…",positive
10465,"""[Trump] has no integrity, no character, and no principles, and he's proud of it."" - @MattWalshBlog

Agreed 

#GOPDebate #Trump","`` [ trump ] integrity , character , principle , 's proud . '' - @ mattwalshblog agreed # gopdebate # trump",positive
10466,My personal front runners for #2016 : #Cruz #Carson #Trump #GOPDebate,personal front runner # 2016 : # cruz # carson # trump # gopdebate,positive
10467,"RT @Jamey_Giddens: You'd think GOP voters would demand more than this asinine ""I'm a man's man. I grab my cock, screw my wife &amp; love Jesus""…","rt @ jamey_giddens : 'd think gop voter would demand asinine `` 'm man 's man . grab cock , screw wife & amp ; love jesus '' …",positive
10468,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : fox cherry picking candidate . jeb get softball question . 🇺🇸 # gopdebates # gopdebates,positive
10469,"RT @Sean_Munger: And God (or Koch?) forbid the candidates even mention the number one most serious issue facing the world today, climate ch…","rt @ sean_munger : god ( koch ? ) forbid candidate even mention number one serious issue facing world today , climate ch…",negative
10470,Had the weirdest/scariest dream last night... thinking the #GOPDebate messed with my subconscious,weirdest/scariest dream last night ... thinking # gopdebate messed subconscious,negative
10471,Wait! Wuuuuuuuut? This was actually a question? I can't 🙈 #GOPDebates,wait ! wuuuuuuuut ? actually question ? ca n't 🙈 # gopdebates,positive
10472,If God is LOVE...what are these men?!? #GOPDebates,god love ... men ? ! ? # gopdebates,positive
10473,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : american people pick next president united state fox news 🇺🇸 # gopdebate # gopdebates,positive
10474,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates,rt @ thatchrisgore : ted cruz 's mutant superpower fear-mongering . # tedcruz # tedcruz2016 # gopdebate # gopdebates,positive
10475,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates,rt @ thatchrisgore : ted cruz 's mutant superpower fear-mongering . # tedcruz # tedcruz2016 # gopdebate # gopdebates,positive
10476,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
10477,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
10478,"#GOPDebate showed that politicians are great liars. Smooth talkers, but have to OBEY doners.  I will vote Trump - he has no reason 2 lie","# gopdebate showed politician great liar . smooth talker , obey doners . vote trump - reason 2 lie",positive
10479,"With so many candidates, you don't get a #GOPDebate you get the political version of #ChorusLine auditions. #INeedThisJob","many candidate , n't get # gopdebate get political version # chorusline audition . # ineedthisjob",positive
10480,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",rt @ rwsurfergirl : 'd really like see long candidate given speak . n't seem `` fair & amp ; balanced '' . 🇺🇸 # gopdebat…,positive
10481,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,rt @ monaeltahawy : twitterland : god spoken # gopdebates ? say ?,positive
10482,"@JohnKasich is from Ohio.
 Ohio gave us Boehner. 
NO THANKS. ANOTHER RHINO
 #GOPDebate",@ johnkasich ohio . ohio gave u boehner . thanks . another rhino # gopdebate,positive
10483,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
10484,#TRUMP is beyond Teflon. He could cut @megynkelly into pieces &amp; feed her to Mike Wallace's disappointment &amp; his #'s would go up. #GOPDebate,# trump beyond teflon . could cut @ megynkelly piece & amp ; feed mike wallace 's disappointment & amp ; # 's would go . # gopdebate,negative
10485,RT @SupermanHotMale: And the winner is... The Koch Brothers #GopDebates,rt @ supermanhotmale : winner ... koch brother # gopdebates,positive
10486,Scott Walker more like Scott Please Walk Away #GOPDebates,scott walker like scott please walk away # gopdebates,positive
10487,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : fox cherry picking candidate . jeb get softball question . 🇺🇸 # gopdebates # gopdebates,positive
10488,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : fox cherry picking candidate . jeb get softball question . 🇺🇸 # gopdebates # gopdebates,positive
10489,#GOPDebate: Fiorina Blasts Trump's Clinton Ties: 'I Didn't Get A Phone Call From Bill' |  http://t.co/LvzMwOwrRS,# gopdebate : fiorina blast trump 's clinton tie : ' n't get phone call bill ' | http : //t.co/lvzmwowrrs,positive
10490,"RT @SupermanHotMale: No, Rand Paul does not have a budget, he has budgets... multiple sets of books? Yep... #GopDebates","rt @ supermanhotmale : , rand paul budget , budget ... multiple set book ? yep ... # gopdebates",positive
10491,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…","rt @ rwsurfergirl : think cruz trump need band together expose set job , get rid bush rubio , 🇺🇸 # gopdebate # g…",negative
10492,"Angrily shouting that the people on the other side of the idealogical fence are ""dividing the country"" is really silly. #GOPDebates",angrily shouting people side idealogical fence `` dividing country '' really silly . # gopdebates,negative
10493,"RT @zackisthe: Just a few things not mentioned in the #GOPdebate:
Voting rights
Climate change
Gun violence
Police shootings
Student debt
I…",rt @ zackisthe : thing mentioned # gopdebate : voting right climate change gun violence police shooting student debt i…,negative
10494,RT “@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/pRy2QPCWfu””,rt “ @ teatraitors : # gopdebate still clown show ! 'm glad head clown trump helping destroy gop . http : //t.co/pry2qpcwfu ” ”,positive
10495,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,rt @ rwsurfergirl : n't chris wallace ask politicans finance money come ? 🇺🇸 # gopdebate …,positive
10496,"RT @T_R_DeMuerte: GOP Closing Statements:

FEAR, FEAR, FEAR, GOD, FEEEEEEEAAAAAARRR!

Thanks, Obama.

#GOPdebates","rt @ t_r_demuerte : gop closing statement : fear , fear , fear , god , feeeeeeeaaaaaarrr ! thanks , obama . # gopdebates",negative
10497,@jjauthor @yewkalaylee @learjetter @megynkelly @realDonaldTrump ...whether you support him or not. it was shameful. #GOPDebate,@ jjauthor @ yewkalaylee @ learjetter @ megynkelly @ realdonaldtrump ... whether support . shameful . # gopdebate,negative
10498,"@PoliSciUMN did Ted Cruz just misspeak when he said during his closing statement that he would ""persecute religious liberty?"" #GOPDebate",@ polisciumn ted cruz misspeak said closing statement would `` persecute religious liberty ? '' # gopdebate,positive
10499,"RT @SupermanHotMale: Dear John Kasich, Beat your Republican friends with a gay tree branch : )  #GopDebates","rt @ supermanhotmale : dear john kasich , beat republican friend gay tree branch : ) # gopdebates",positive
10500,"RT @chuckwoolery 
There are a lot of good people running.
That’s my takeaway.

#GOPDebate",rt @ chuckwoolery lot good people running . ’ takeaway . # gopdebate,positive
10501,"RT @trplnrdscre1: ""I defunded Planned Parenthood. I created a culture of life."" PP = healthier people, parents &amp; babies &amp; LOWERS no. of abo…","rt @ trplnrdscre1 : `` defunded planned parenthood . created culture life . '' pp = healthier people , parent & amp ; baby & amp ; lower . abo…",negative
10502,"RT @GovernorPerry: ICYMI: Not just no, but ""hell no"" to the #IranDeal! #GOPDebate #Perry2016 #tcot https://t.co/KqhJdJCGWS","rt @ governorperry : icymi : , `` hell '' # irandeal ! # gopdebate # perry2016 # tcot http : //t.co/kqhjdjcgws",negative
10503,#GOPDebates ENOUGH TRUMP MORE @tedcruz @FoxNews #cruzcontrol2016,# gopdebates enough trump @ tedcruz @ foxnews # cruzcontrol2016,positive
10504,RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate,rt @ oftenimprudent : wish could teach teenage girl love much donald trump love . # gopdebate,positive
10505,"“@FoxNews: .@RealBenCarson on race relations in this country at the #GOPDebate:
https://t.co/YjmFdyE6x4” Wise words from @RealBenCarson",“ @ foxnews : . @ realbencarson race relation country # gopdebate : http : //t.co/yjmfdye6x4 ” wise word @ realbencarson,positive
10506,"@ChrisFranjola thank you for your courage, coverage &amp; sacrifice. You saved me from a dreadful evening. #GOPDebates","@ chrisfranjola thank courage , coverage & amp ; sacrifice . saved dreadful evening . # gopdebates",positive
10507,Let's just decide who our next #president is by having a Political Hunger Games #presidentialdebate #GOPDebates,let 's decide next # president political hunger game # presidentialdebate # gopdebates,negative
10508,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",rt @ rwsurfergirl : 'd really like see long candidate given speak . n't seem `` fair & amp ; balanced '' . 🇺🇸 # gopdebat…,positive
10509,"#Kasich ""I do believe in miracles"" ""restore common sense"" bam for the win!!! #GOPDebates that's a CHRISTIAN!",# kasich `` believe miracle '' `` restore common sense '' bam win ! ! ! # gopdebates 's christian !,positive
10510,"Last time, it took 5 days. How long will it take Jeb this time, to correct his horrible Common Core answer at the #GOPDebate?","last time , took 5 day . long take jeb time , correct horrible common core answer # gopdebate ?",negative
10511,RT @jaret2113: I'll bet George W. can drink Jeb under the table...like embarrassingly!!!!! #gopdebates,rt @ jaret2113 : 'll bet george w. drink jeb table ... like embarrassingly ! ! ! ! ! # gopdebates,negative
10512,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…","rt @ rwsurfergirl : think cruz trump need band together expose set job , get rid bush rubio , 🇺🇸 # gopdebate # g…",negative
10513,"RT @hiphughes: ""America is stupid. Mexico is really smart. Elect me or you're stupid too."" ~Donald Trump #GOPDebate",rt @ hiphughes : `` america stupid . mexico really smart . elect 're stupid . '' ~donald trump # gopdebate,negative
10514,&gt;@realDonaldTrump has now spent more time attacking @megynkelly on Twitter than he spent on any #GOPdebate subject. http://t.co/L9WWPiEHdI,& gt ; @ realdonaldtrump spent time attacking @ megynkelly twitter spent # gopdebate subject . http : //t.co/l9wwpiehdi,negative
10515,@RickSantorum #America is a great country! #GOPDebate http://t.co/3XBdXlLCeO,@ ricksantorum # america great country ! # gopdebate http : //t.co/3xbdxllceo,positive
10516,RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw,rt @ monaeltahawy : someone send # gopdebates # blacklivesmatter http : //t.co/jc9jhrrcpw,positive
10517,It's not a coincidence that you couldn't watch the #GOPDebate unless you had cable.,'s coincidence could n't watch # gopdebate unless cable .,positive
10518,RT @SteveAmiri: This season of The Bachelorette sucks. #GOPDebate http://t.co/tRKbUPSudN,rt @ steveamiri : season bachelorette suck . # gopdebate http : //t.co/trkbupsudn,negative
10519,"RT @ImmigranNacion: @JebBush #GOPDebate #USA, seriously, would you vote for any of these CLOWNS? We NEED #CIRNow #AINF #TNTVote http://t.co…","rt @ immigrannacion : @ jebbush # gopdebate # usa , seriously , would vote clown ? need # cirnow # ainf # tntvote http : //t.co…",negative
10520,"RT @Diane_7A: As president, would you make THIS FACE? #GOPDebate http://t.co/3oV2pV8UGL","rt @ diane_7a : president , would make face ? # gopdebate http : //t.co/3ov2pv8ugl",positive
10521,"Liberals, CNN agree: Fox did a great job! Then we know it was a #bust! http://t.co/1Dnkp6ghkB via @Shareaholic #GOPDebate","liberal , cnn agree : fox great job ! know # bust ! http : //t.co/1dnkp6ghkb via @ shareaholic # gopdebate",positive
10522,After watching the #GOPDebate - today I feel proud to be an American &amp; have @HillaryClinton as my champion &amp; leader. #Hillary2016,watching # gopdebate - today feel proud american & amp ; @ hillaryclinton champion & amp ; leader . # hillary2016,positive
10523,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : fox cherry picking candidate . jeb get softball question . 🇺🇸 # gopdebates # gopdebates,positive
10524,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : need order another green apple martini process hell happened . 🇺🇸 # gopdebate # gopdebates,negative
10525,RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate,rt @ lesliemac : murder black ppl fine- unborn black baby ? # goplogic # gopdebate,negative
10526,Rush Limbaugh seems to think #FoxNews did a hit job on Trump. #GOPDebate,rush limbaugh seems think # foxnews hit job trump . # gopdebate,positive
10527,"#FOXNEWS used crazy&gt; @DWStweets to stir the #drama pot, and that's unprofessional! @FoxNews #GOPDebate 

@JulietteIsabell @LadySandersfarm","# foxnews used crazy & gt ; @ dwstweets stir # drama pot , 's unprofessional ! @ foxnews # gopdebate @ julietteisabell @ ladysandersfarm",negative
10528,RT @Lukewearechange: where is this evidence that these hacks talk about when it comes to Syria #GOPDebates,rt @ lukewearechange : evidence hack talk come syria # gopdebates,positive
10529,RT @dick_nixon: Megyn Kelly sends us fruit from time to time. You know the fruit that's arranged like flowers? But it's fruit? We've never …,rt @ dick_nixon : megyn kelly sends u fruit time time . know fruit 's arranged like flower ? 's fruit ? 've never …,positive
10530,This stinks so far. #GOPDebate,stink far . # gopdebate,negative
10531,"RT @SupermanHotMale: Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't affor…","rt @ supermanhotmale : dear friend , may seem like fun 'm really mad republican treat people ca n't affor…",positive
10532,"RT @YaakovSchapiro: My #GOPDebate analysis, 2)Jeb Bush = Saw some uncomfortable moments in him, could use more attractiveness, Needs more g…","rt @ yaakovschapiro : # gopdebate analysis , 2 ) jeb bush = saw uncomfortable moment , could use attractiveness , need g…",positive
10533,Local talk radio in LA is the best the morning after a presidential debate. #GOPDebate,local talk radio la best morning presidential debate . # gopdebate,positive
10534,"ONE ""race"" question. LOLOLOLOL #GOPdebates",one `` race '' question . lolololol # gopdebates,positive
10535,Why does that blonde keep laughing? #GOPDEBATE @megynkelly You look foolish and unprofessional.  YOUR FIRED,blonde keep laughing ? # gopdebate @ megynkelly look foolish unprofessional . fired,negative
10536,"BTW ... @CarlyFiorina earned a spot at the ""big table"" for next debate, don't you think?  #GOPDebate #shebrungit","btw ... @ carlyfiorina earned spot `` big table '' next debate , n't think ? # gopdebate # shebrungit",positive
10537,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates","rt @ rwsurfergirl : thanks fox news , 're raising @ realdonaldtrump 's rating . 🇺🇸 # gopdebate # gopdebates",positive
10538,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,rt @ rwsurfergirl : @ megynkelly posed adult pictures.should bring ? # gopdebate # gopdebates,positive
10539,"RT @RachelADolezal: #GOPDebate would have been comical, BUT alienating ""foreigners"" and immigrants, bashing BLM &amp; Obama and bein generally …","rt @ racheladolezal : # gopdebate would comical , alienating `` foreigner '' immigrant , bashing blm & amp ; obama bein generally …",positive
10540,"""@RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates""",`` @ rwsurfergirl : american people pick next president united state fox news 🇺🇸 # gopdebate # gopdebates '',positive
10541,Trump should do like Obama and refuse to communicate with #PoxNews for saying anything he doesn't like.  #GOPDebate,trump like obama refuse communicate # poxnews saying anything n't like . # gopdebate,positive
10542,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : american people pick next president united state fox news 🇺🇸 # gopdebate # gopdebates,positive
10543,Credit where credit is due - I was shocked #SHOCKED by Trump's cogent health care debate response #GOPdebate  https://t.co/Mdfg53UfaZ,credit credit due - shocked # shocked trump 's cogent health care debate response # gopdebate http : //t.co/mdfg53ufaz,positive
10544,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","rt @ kwrcrow : dr. carson remark dc half brain , best line # gopdebates .",positive
10545,#GOPDebate @megynkelly @BretBaier @ChrisWallace101 The questions were very good. The delivery was not as professional as it should have been,# gopdebate @ megynkelly @ bretbaier @ chriswallace101 question good . delivery professional,positive
10546,The Donald. Your shtick is getting a bit boring. Freshen up or you're done. @GOP #GOPDebate #GOPDebate2016 #GOPDebates #PresidentialDebate,donald . shtick getting bit boring . freshen 're done . @ gop # gopdebate # gopdebate2016 # gopdebates # presidentialdebate,negative
10547,@blackmagpie69 Then his brother lied &amp; sent +3k Americans to their death in Iraq! Who would vote for another Bush? #Trump2016 won #GOPDebate,@ blackmagpie69 brother lied & amp ; sent +3k american death iraq ! would vote another bush ? # trump2016 # gopdebate,negative
10548,"RT @SalMasekela: These self righteous hypocrites, trying to out God each other. Shameless. #GOPDebates","rt @ salmasekela : self righteous hypocrite , trying god . shameless . # gopdebates",negative
10549,You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf,'re right last heard @ sensanders woman could give birth child . changed ? # gopdebate http : //t.co/5hkcefp1hf,positive
10550,RT @PoliticalAnt: #MarcoRubio lied when he said he had never advocated for exceptions to abortion bans. #GOPdebate,rt @ politicalant : # marcorubio lied said never advocated exception abortion ban . # gopdebate,negative
10551,You can't just bring up god for all of your fucking answers. #GOPDebate,ca n't bring god fucking answer . # gopdebate,negative
10552,"I won't comment much on the GOP, but you know it's a bonafide shitshow when the reasonable options are Rand Paul and Jeb Bush. #GOPDebate","wo n't comment much gop , know 's bonafide shitshow reasonable option rand paul jeb bush . # gopdebate",positive
10553,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,rt @ rwsurfergirl : anyone else want punch chris wallace face ? # gopdebate # gopdebates 🇺🇸,positive
10554,"Morning after the #GOPDebate &amp; #macdebate, @TorontoStar editorial cartoon laments #JonVoyage - so who really won...? http://t.co/aDakKBfBQU","morning # gopdebate & amp ; # macdebate , @ torontostar editorial cartoon lament # jonvoyage - really ... ? http : //t.co/adakkbfbqu",negative
10555,RT @SupermanHotMale: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined …,rt @ supermanhotmale : pres obama brain little toe totally fucking idiot whole family combined …,negative
10556,RT @megynkelly: .@FrankLuntz focus group gives low marks to @realDonaldTrump saying he’d consider third party candidacy. #GOPDebate,rt @ megynkelly : . @ frankluntz focus group give low mark @ realdonaldtrump saying ’ consider third party candidacy . # gopdebate,positive
10557,RT @LaurenDeStefano: Did the #GOPDebate members know that women sometimes own televisions?,rt @ laurendestefano : # gopdebate member know woman sometimes television ?,positive
10558,"IF the election were today &amp; I had to vote, based on last night's #GOPDebate my vote for POTUS would be @tedcruz . Bold Christians are rare!","election today & amp ; vote , based last night 's # gopdebate vote potus would @ tedcruz . bold christian rare !",positive
10559,RT @JoshKlemp: Lame question for Trump... Megan Kelly @FoxNews #GOPdebate #FoxDebate @JohnDePetroshow,rt @ joshklemp : lame question trump ... megan kelly @ foxnews # gopdebate # foxdebate @ johndepetroshow,negative
10560,"RT @MilesOrionFeld: ""Are you not entertained?!?!?!"" Then #Trump throws a severed head into the crowd. #GOPDebate",rt @ milesorionfeld : `` entertained ? ! ? ! ? ! '' # trump throw severed head crowd . # gopdebate,positive
10561,Last night's #GOPDebate: What topics merited attention/Which were ignored   #HillaryClinton #PDMFNB,last night 's # gopdebate : topic merited attention/which ignored # hillaryclinton # pdmfnb,positive
10562,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
10563,msnbc: Chris Christie and Rand Paul feud in tense national security face-off at #GOPDebate: … http://t.co/7roNBlX7ys,msnbc : chris christie rand paul feud tense national security face-off # gopdebate : … http : //t.co/7ronblx7ys,negative
10564,"I would just like to add that there is a SEPARATION of church and state, and it needs to stay that way. #GOPDebates","would like add separation church state , need stay way . # gopdebates",positive
10565,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates","rt @ rwsurfergirl : thanks fox news , 're raising @ realdonaldtrump 's rating . 🇺🇸 # gopdebate # gopdebates",positive
10566,"RT @zellieimani: During debates on terrorism, don't expect anyone to bring up white supremacist organizations engaging in terrorism. #KKKor…","rt @ zellieimani : debate terrorism , n't expect anyone bring white supremacist organization engaging terrorism . # kkkor…",negative
10567,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : ask trump legitimate question . look wallace 's face trump nail . 🇺🇸 # gopdebate # gopdebates,positive
10568,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",rt @ rwsurfergirl : 'd really like see long candidate given speak . n't seem `` fair & amp ; balanced '' . 🇺🇸 # gopdebat…,positive
10569,#GOPdebates I'm going to say it. Thank god Chrîs Walłace is there,# gopdebates 'm going say . thank god chrîs walłace,positive
10570,Why's THIS the most retweeted comment of the #GOPDebate? B/C it's more truthful than anything any GOP candidate said https://t.co/nicl3cYjPs,'s retweeted comment # gopdebate ? b/c 's truthful anything gop candidate said http : //t.co/nicl3cyjps,positive
10571,RT @TamaraCG: My new favorite gif is perfect. #GOPDebate http://t.co/uKdZ8O85Av,rt @ tamaracg : new favorite gif perfect . # gopdebate http : //t.co/ukdz8o85av,positive
10572,RT @TripLangley: Are they running for pope or president? Why would you end a political debate by asking if anyone is hearing DIRECTLY FROM …,rt @ triplangley : running pope president ? would end political debate asking anyone hearing directly …,positive
10573,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : jeb bush reminds elevator music . hear n't listen . 🇺🇸 # gopdebate # gopdebates,positive
10574,"RT @pattonoswalt: ""That concludes our debate! Please welcome the Koch Brothers who will choose an ideological broodmare from our whore-stab…",rt @ pattonoswalt : `` concludes debate ! please welcome koch brother choose ideological broodmare whore-stab…,positive
10575,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : american people pick next president united state fox news 🇺🇸 # gopdebate # gopdebates,positive
10576,"RT @Jocklaflair: ""What about Black liv-...... Let's cut to commercial."" #GOPDebate",rt @ jocklaflair : `` black liv- ...... let 's cut commercial . '' # gopdebate,negative
10577,"RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' …","rt @ maureenjohnson : `` think woman sleep curse ? shed ? open field , property ? ' …",negative
10578,"RT @HeatherWhaley: ""Save all the babies! Except those killed by unsecured guns."" - #GOPDebate",rt @ heatherwhaley : `` save baby ! except killed unsecured gun . '' - # gopdebate,negative
10579,"On substance, Rand Paul bested Christie Kreme. http://t.co/GCsszPjtHT #NSA #GOPDebate #StandwithRand","substance , rand paul bested christie kreme . http : //t.co/gcsszpjtht # nsa # gopdebate # standwithrand",positive
10580,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",rt @ lindasuhler : jeb stand `` act love '' ; comment earned legal status [ boo ] # noamnesty http : //t.co/himscrvikr # gopdebates,positive
10581,"RT @wilw: Boy, I bet the mood in the clown car is going to be TENSE when these jerks leave the #GOPDebate.","rt @ wilw : boy , bet mood clown car going tense jerk leave # gopdebate .",negative
10582,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,rt @ rwsurfergirl : tonight learned @ govchristie think remove civil right fight terrorism . # gopdebate # gopdebates,negative
10583,"RT @BettyBowers: Asking about God violates  Article VI, paragraph 3 of the Constitution: ""There will be no religious test for office."" #GOP…","rt @ bettybowers : asking god violates article vi , paragraph 3 constitution : `` religious test office . '' # gop…",negative
10584,"I agree with #Huckabee's assessment of donor-to-political class relationship, but I don't get how it results in #biggovernment. #GOPdebate","agree # huckabee 's assessment donor-to-political class relationship , n't get result # biggovernment . # gopdebate",positive
10585,RT @ccabrera83: Rand Paul is Christie's jealous boyfriend. 'You can go hug him if you want' lol #GOPDebates #FoxDebate #GOPTBT,rt @ ccabrera83 : rand paul christie 's jealous boyfriend . 'you go hug want ' lol # gopdebates # foxdebate # goptbt,positive
10586,"""When did you actually become a Republican?"" #MegynKelly #GOPDebate #DonaldTrump",`` actually become republican ? '' # megynkelly # gopdebate # donaldtrump,positive
10587,#gopdebate has me ready for #2016!!! #GOP2016 #goodbyeobama #NeverAgain,# gopdebate ready # 2016 ! ! ! # gop2016 # goodbyeobama # neveragain,positive
10588,RT @Auntcol54: Keep religion out of politics! #GOPDebate,rt @ auntcol54 : keep religion politics ! # gopdebate,positive
10589,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,rt @ rwsurfergirl : candidate n't attack @ realdonaldtrump fox stoping speaking . 🇺🇸 # gopdebate…,positive
10590,Carly knows the leaders and issues in the middle east.  #GOPDebates,carly know leader issue middle east . # gopdebates,positive
10591,"Watched the #GOPDebate, but kept thinking, ""This is the real answer 2 America's problems!"" #seekweek15 @LifeAction  https://t.co/DJcj7BHGZb","watched # gopdebate , kept thinking , `` real answer 2 america 's problem ! '' # seekweek15 @ lifeaction http : //t.co/djcj7bhgzb",negative
10592,"RT @LadyLiberty1885: This @foxnews debate was about pushing trump down, lifting up Common core Jeb and silencing Cruz. #gopdebate","rt @ ladyliberty1885 : @ foxnews debate pushing trump , lifting common core jeb silencing cruz . # gopdebate",negative
10593,"#GOPDebate TRUMP ""gotcha questions"" not enlightening, but anger provoking; very disappointing @BillHemmer &amp; @marthamaccallum much better","# gopdebate trump `` gotcha question '' enlightening , anger provoking ; disappointing @ billhemmer & amp ; @ marthamaccallum much better",negative
10594,This caption is puuuuuuurfect. https://t.co/LuQdtgv4Fb #hillaryclinton #hillary2016 #vote #election #gopdebate,caption puuuuuuurfect . http : //t.co/luqdtgv4fb # hillaryclinton # hillary2016 # vote # election # gopdebate,positive
10595,RT @WvSchaik: A head of broccoli would make a better @POTUS than any of the candidates in #GOPDebate.,rt @ wvschaik : head broccoli would make better @ potus candidate # gopdebate .,positive
